JLPT,,JAP-RULE,JAP-PRON,ROMAJI-RULE,DEFINITION,IMPL,EXAMPLES,,COLOR
N2,https://jlptsensei.com/,ざるを得ない,ざるをえない,zaru o enai,"cannot help (doing); have no choice but to~
Verb (ない form) #ない# + ざるを得ない
Exception: しない => せ",1,"こういう事を認めざるを得なかった。
同意せざるを得ないだろうね。
わたしたちは、新工場計画を廃止せざるを得なかった。",,#add8e6
N2,https://jlptsensei.com/,ずに済む,ずにすむ,zu ni sumu,"get by without doing~
Verb (ない form) #ない# + ずに済む
Exception: する => せずに済む",1,"今年は涼しかったので、エアコンを使わずに済みました。
ここでは1日中雨が降らずに済むことはほとんどない。
損をせずに済んだ。",,#add8e6
N3,https://jlptsensei.com/,上げる,あげる,ageru,"to finish doing~
Verb ます (stem form) + あげる/あがる",1,"彼女は小説を書き上げた。
みんなの意見を取り入れて、とてもいいプランが出来上がった。
この粉を練り上げると、おいしい和菓子になります。",,#800000
N3,https://jlptsensei.com/,あまり,,amari,"so much… that
Verb (dictionary form) + あまり
Verb (casual, past) + あまり
Noun + の + あまり",1,"嬉しさのあまり、彼女は涙を流しました。
プレゼンのとき、緊張のあまり間違えてしまった。
父は娘を心配するあまり、倒れてしまった。",,#800000
N3,https://jlptsensei.com/,あまりにも,,amari ni mo,"too much; so much… that; excessively~
あまりに(も) + Verb
あまりに(も) + Adverb
あまりに(も) + Adjective
あまりの + Noun",1,"最近あまりに暑すぎる。
彼はあまりにも変わった。
あまりにも人数が多いので、彼に気付かなかった。",,#800000
N3,https://jlptsensei.com/,合う,あう,au,"do something together
Verb #ます# (stem form) + 合う/あう",1,"彼女は仲間とうまく付き合っている。
私たちはお互い助け合うべきだ。
チームだから、困った時は助け合いましょう。",,#800000
N3,https://jlptsensei.com/,ばいい,,ba ii,"should, can, it’d be good if~
Verb (ば conditional form) + いい",1,"どうすればいいですか？
何を歌えばいいですか。
もう少し雨が降ればいいな。",,#808000
N3,https://jlptsensei.com/,ばよかった,,ba yokatta,"should have; would have been better if~
Verb (ば conditional form) + よかった (のに)",1,"そうすればよかった。
傘を持ってくればよかった。
遅刻してしまった。もっと早く家を出ればよかった。",,#808000
N3,https://jlptsensei.com/,ば～ほど,,ba~hodo,"the more… the more
Verb (ば conditional form) + same Verb + ほど
な-adjective + なら + same な-adj + なほど
い-adjective #い# + ければ + same い-adj + ほど",1,"ビートルズの音楽は聞けば聞くほど好きになります。
考えれば考えるほどわからなくなる。
パソコンは操作が簡単なら簡単なほどいいです。",,#808000
N3,https://jlptsensei.com/,ば～のに,,ba~noni,"would have; should have; if only~
Verb (conditional form) + clause + のに
Noun + なら + clause + のに
な-adjective + なら + clause + のに
い-adjective + #い#ければ + clause + のに",1,"このかばん、欲しいけど高いなあ。もっと安ければいいのに。
もうちょっと早く来れば、大好きなアイドルが見えるのに。
日本語がもっと上手なら、仕事が見つけれるのになあ。",,#808000
N3,https://jlptsensei.com/,ばかりで,,bakari de,"only; just (negative description)
Verb (casual) + ばかりで
な-adjective + な + ばかりで
い-adjective + い + ばかりで",1,"夏は暑いばかりで楽しくないですよ。
うちの子は毎日遊んでいるばかりで勉強をしない。
あの人は背が高いばかりで、あまり力はない。",,#808000
N3,https://jlptsensei.com/,ばかりでなく,,bakari denaku,"not only.. but also; as well as~
Verb (casual) + ばかりでなく… (も)
Noun + ばかりでなく… (も)
な-adjective + な + ばかりでなく… (も)
い-ajective + い + ばかりでなく… (も)",1,"このマンションは狭いばかりでなく、暗いです。
彼は歌ばかりでなくダンスも上手です。
うちの子は6歳なのに日本語ばかりでなく英語まで喋れるよ。",,#808000
N3,https://jlptsensei.com/,べきだ,,beki da,"should do; must do~
Verb (dictionary form) + べき (だ)
Special verb + べき (だ)
する OR す#る# + べき (だ)
な-adjective + である + べき (だ)
い-adjective #い# + くある + べき (だ)",1,"私はそれについてもっと知るべきだ。
おもちゃは、先ず安全であるべきです。
早く帰宅すべきだ。",,#808000
N3,https://jlptsensei.com/,べきではない,,beki dewa nai,"should not do~; must not do~
Verb (dictionary form) + べきではない
Special verb: する/す#る#  + べきではない
な-adjective + である + べきではない
い-adjective + いくある + べきではない",1,"そんなことをすべきではない。
寝る前にアイスを食べるべきではない。
私達は遅く寝るべきではありません。",,#808000
N3,https://jlptsensei.com/,別に～ない,べつに～ない,betsu ni~nai,"not really, not particularly
別に + Verb (ない form)
別に + Noun + ではない
別に + な-adjective + ではない
別に + い-adjective + #い#くない",1,"それは別に悪いことでもない。
別に彼のために作ったわけではない。
この仕事には別に期限はない。",,#808000
N3,https://jlptsensei.com/,ぶりに,,buri ni,"for the first time in (period of time)
Noun (measurement of time) + ぶり (に)",1,"今日、やく2週間ぶりに雨が降った。
この街に帰ってくるのはもう１０年ぶりだなあ。
先週からずっと雨が降った。一週間ぶりにようやく晴れてきた。",,#808000
N3,https://jlptsensei.com/,中,ちゅう,chuu/juu,"currently; during; at some point; throughout; before the end of~
Noun + 中",1,"私は一晩中泣いていた。
午前中がいちばん調子がいいです。
英語は世界中で話されています。",,#483d8b
N3,https://jlptsensei.com/,だけでなく,,dake de naku,"not only… but also
Verb (dictionary form) + だけでなく
Noun (である) + だけでなく
な-adjective + な/である + だけでなく
い-adjective + だけでなく",1,"ここのレストランはどれも安いだけでなく、美味しい。
君だけでなく僕も悪かった。
彼女は日本語が上手なだけでなく、英語もペラペラだ。",,#008000
N3,https://jlptsensei.com/,どんなに～ても,,donna ni~temo,"no matter how (much)
どんなに + Verb (ても form)
どんなに + Noun + でも
どんなに + な-adjective + でも
どんなに + い-adjective + #い#くても",1,"どんなに頑張っても、70点しか取れなかった。
どんなに苦しくても最後まで走り抜くつもりだ。
どんなに暑くても寝る時はクーラーを消して寝る。",,#008000
N3,https://jlptsensei.com/,ふりをする,,furi o suru,"to pretend; to act as if~
Verb (casual) + ふりをする
Noun + の + ふりをする
な-adjective + な + ふりをする
い-adjective + ふりをする",1,"彼は聞こえないふりをした。
宿題をし終わったふりをしてテレビを見ている。
山田さんは独身のふりをしているが、結婚していて２人も子供がいる。",,#4682b4
N3,https://jlptsensei.com/,がち,,gachi,"tend to; tendency to; frequently; often; to do something easily
Noun + がち
Verb #ます# (stem form) + がち",1,"私は、仕事でミスしがちです。
ずっと曇りがちの天気が続いている。
パソコンの使いすぎで目が疲れがちです。",,#000080
N3,https://jlptsensei.com/,がたい,,gatai,"very difficult to; hard to~
Verb #ます# (stem form) + がたい",1,"信じがたいことだが、これは事実だ。
許しがたいことです。
彼の話は信じがたい内容でした。",,#000080
N3,https://jlptsensei.com/,気味,ぎみ,gimi,"-like; -looking; -looked; tending to~
Verb #ます# (stem form) + 気味/ぎみ
Noun + 気味/ぎみ",1,"彼は人の名前を忘れ気味である。
私も最近太り気味なので、運動しないといけません。
本日の株価は下がり気味です。",,#000080
N3,https://jlptsensei.com/,ごとに,,goto ni,"each; every; at intervals of~
Verb (dictionary form) + ごとに
Noun + ごとに",1," オリンピックは４年ごとに開催される。
彼は6か月ごとに新作の小説を出している。
このフェリーは３０分ごとに通っている。",,#000080
N3,https://jlptsensei.com/,程,ほど,hodo,"degree; extent; bounds; upper limit
Verb (casual, non-past) + 程/ほど
Noun + 程/ほど
な-adjective + な + 程/ほど
い-adjective + 程/ほど",1,"君ほど美しい人はいません！
死ぬほどのどがかわいている。
今年ほど雨の降った年はなかった。",,#9acd32
N3,https://jlptsensei.com/,ほど～ない,,hodo~nai,"is not as… as~
Noun + ほど + Verb (ない form)
Noun + ほど + Adjective (ない form)",1,"彼女ほど優しい人はいない。
英語の文法は日本語ほど難しくありません。
東京ほど家賃の高いところはない。",,#9acd32
N3,https://jlptsensei.com/,いくら～ても,,ikura~temo,"no matter how~
いくら + Verb (ても form)
いくら + Noun + でも
いくら + な-adjective + でも
いくら + い-adjective + #い#くても",1,"お金はいくらあっても困りません。
これはいくら安くても、買いたくない。
いくら調べても分からなかったので、先生に聞いた。",,#8fbc8f
N3,https://jlptsensei.com/,一方だ,いっぽうだ,ippou da,"more and more; continue to~
Verb (dictionary form)	+ 一方だ",1,"最近、この町の人口は減る一方だ。
日本に来る外国人の数は増える一方だ。
交通事故は増える一方だ。",,#8fbc8f
N3,https://jlptsensei.com/,じゃない,,janai,"maybe; most likely; confirmation of information; express surprise towards listener
Phrase + じゃない",1,"ちょっと！危ないじゃない。
リモコン？テーブルの上にあるんじゃない？
明日雨が降るんじゃないかと心配だ。",,#8b008b
N3,https://jlptsensei.com/,か何か,かなにか,ka nani ka,"or something~
Noun + か何か",1,"彼は病気か何かだろう。
帰りは寒いから上着か何か持っていった方がいいよ 。
昼ご飯はサンドイッチか何かを作ってあげましょうか。",,#b03060
N3,https://jlptsensei.com/,かける,,kakeru,"half-; not yet finished; in the middle of~
Verb #ます# (stem form) + かける/かけの",1,"お風呂に入りかけたときに電話が鳴った。
この本はまだ読みかけだ。
テーブルの上に食べかけのケーキが置いてある。",,#b03060
N3,https://jlptsensei.com/,から〜にかけて,,kara~ni kakete,"through; from [A] to [B]
Noun-1 + から + Noun-2 + にかけて",1,"東京から京都にかけて新幹線で行くのは何時間かかるの？
午後から夕方にかけて昼寝をした。
日本では、大学の入学試験は、普通２月から３月にかけて行われる。",,#b03060
N3,https://jlptsensei.com/,代わりに,かわりに,kawari ni,"instead of; as a substitute for; in exchange for; in return for
Verb (casual) + 代わりに
Noun + の + 代わりに
その + 代わりに",1,"私が部長の代わりに出張に行きます。
今朝はコーヒーの代わりにお茶を飲んだ。
お箸がないので、その代わりにフォークを使う。",,#b03060
N3,https://jlptsensei.com/,結果,けっか,kekka,"as a result of; after~
Verb (casual, past) + 結果/けっか
Noun + の + 結果/けっか
その + 結果/けっか",1,"彼は仕事をサボった結果として首になった。
みんなで相談した結果、今回は参加しないことにした。
ほとんど勉強をしなかった。その結果、試験に落ちてしまった。",,#b03060
N3,https://jlptsensei.com/,決して～ない,けっして～ない,kesshite~nai,"never; by no means~
決して + Verb (ない form)
決して + Noun + ではない
決して + な-adjective + ではない
決して + い-adjective + #い#くない",1,"あなたのことは決して忘れません。
私は決して夢をあきらめない。
この部屋には決して入ってはいけませんよ。",,#b03060
N3,https://jlptsensei.com/,切れない,きれない,kirenai,"unable to do; too much to finish/complete
Verb #ます# (stem form) + 切れない",1,"この部屋に100人は入り切れない。
彼は使い切れないほど金がある。
このお酒は強すぎて、飲み切れなかった。",,#b03060
N3,https://jlptsensei.com/,きり,,kiri,"only; just; since; after~
Verb (た form) + きり/っきり
Noun + きり/っきり",1,"私は一人きりで暮らすのは嫌だ。
二人っきりで話をしたいです。
彼女とは別れたきり、一度も会っていない。",,#b03060
N3,https://jlptsensei.com/,切る,きる,kiru,"to do something completely to the end
Verb #ます# (stem form) + 切る/切れる",1,"今日はもう魚を全部売り切れた。
どんなに食べ物が多くても食べ切れるぐらいお腹すいた。
10キロを走り切るのはすごく大変なことだ。",,#b03060
N3,https://jlptsensei.com/,っけ,,kke,"a casual suffix to confirm something you are trying to remember
Verb + っけ
Noun + (だ / だった) + っけ
な-adjective + (だ / だった) + っけ
い-adjective #い# + かった + っけ",1,"次のテストっていつだっけ？
自己紹介したっけ？
何の話をしていたっけ？",,#b03060
N3,https://jlptsensei.com/,込む,こむ,komu,"to do something for a long time or to move something inside
Verb #ます# (stem form) + 込む/こむ",1,"この紙に必要な情報を書き込んでください。
あなたの口座にお金を振り込んだよ。
すみません、この商品をどこに入れ込んだほうがいいですか。",,#b03060
N3,https://jlptsensei.com/,こそ,,koso,"for sure (emphasize preceding word); precisely; definitely~
Noun + こそ",1,"こちらこそありがとうございます。
健康こそが、私の一番の財産だ。
ゆっくりした方法こそ安全な方法だ。",,#b03060
N3,https://jlptsensei.com/,ことから,,koto kara,"from the fact that~
Verb (casual) + ことから
Noun + である/だった + ことから
な-adjective + である/だった + ことから
い-adjective + ことから",1,"道路が濡れていることから、雨が降ったということが分かる。
教室で席が隣だったことから友人になった。
日本語能力試験のN3に合格していないことから、彼は日本に行くことができない。",,#b03060
N3,https://jlptsensei.com/,ことになっている,,koto ni natteiru,"to be expected to; to be scheduled to; it has been decided as a rule that
Verb (dictionary form)
Verb (ない form) + ことになっている
Noun + という + ことになっている",1,"この図書館では2週間まで本が借りられることになっています。
日本では、車は左側を走ることになっている。
授業中は、携帯電話を使ってはいけないことになっている。",,#b03060
N3,https://jlptsensei.com/,ことはない,,koto wa nai,"there is no need to; (something) never happens; there is no possibility that~
Verb (dictionary form) + ことはない",1,"謝ることはないよ。
明日のテストは簡単だから、心配することはないよ。
何も怖がることはない。",,#b03060
N3,https://jlptsensei.com/,こと,,koto2,"(must) do
Verb (dictionary form) + こと
Verb (ない form) + こと",1,"大声を出さないこと。
休むときは、必ず学校に連絡すること。
どうしても必要な場合以外には使わないこと。",,#b03060
N3,https://jlptsensei.com/,くらい・ぐらい,,kurai/gurai,"approximately; about; around; to the extent~
Verb (casual form) + くらい/ぐらい
Noun + くらい/ぐらい
な-adjective + な + くらい/ぐらい
い-adjective + くらい/ぐらい",1,"今は100人くらいが部屋にいる。
彼女が私と同じくらい背が高いんだ。
カレーが大好き。毎日食べたいくらいだ。",,#b03060
N3,https://jlptsensei.com/,くせに,,kuse ni,"and yet; although; despite the fact that~
Verb (dictionary form) + くせに
Noun + の + くせに
な-adjective + な + くせに
い-adjective + くせに",1,"背が高いくせに早く走れない。
元気なくせに、病気のふりをしている。
医者でもないくせに。",,#b03060
N3,https://jlptsensei.com/,まるで,,maru de,"as if; as though; just like~
まるで + Verb (casual form) + よう
まるで + Noun + のよう",1,"合格した！まるで夢のようだ。
すごい！まるで魔法のようだ！
あの女の人は、美しくて、優しくて、まるで天使のようだ。",,#ffa500
N3,https://jlptsensei.com/,まさか,,masaka,"there's no way; that's impossible; you must be joking
まさか + Negative clause",1,"まさかそうなるとは思わなかった。
僕はまさかそんなことはできないよ。
私はまさかここで彼に会えるとは思わなかった。",,#ffa500
N3,https://jlptsensei.com/,滅多に～ない,,metta ni~nai,"hardly; rarely; seldom
めったに + Verb (ない form)
Noun + は + めった/滅多に + ない",1,"彼はめったに本を読まない。
このところでは滅多に雪が降りません。
こんなチャンスは滅多にないよ。",,#ffa500
N3,https://jlptsensei.com/,も～ば～も,,mo~ba~mo,"and; also; as well; either/or; neither/nor
Noun-1 + も + Verb (ば form) + Noun-2 + も
Noun-1 + も + Noun + なら + Noun-2 + も
Noun-1 + も + な-adj + なら + Noun-2 + も
Noun-1 + も + い-adj + #い#ければ + Noun-2 + も",,,,#ffa500
N3,https://jlptsensei.com/,もしかしたら,,moshika shitara,"perhaps; maybe; perchance; by any chance~
もしかしたら/もしかすると + phrase + かもしれない",1,"もしかしたら、明日行けないかもしれない。
もしかすると彼の話はうそかもしれない。
もしかしたら彼は気が変わるかもしれません。",,#ffa500
N3,https://jlptsensei.com/,もしも〜たら,,moshimo~tara,"if; in the case; supposing~
もしも + Verb (た form) + ら",1,"もしも明日は晴れたらピクニックに行きましょう。
もしも日本に行けたら、大阪の友達に会いたいです。
もしも試験を受けたら、合格したいです。",,#ffa500
N3,https://jlptsensei.com/,向け,むけ,muke,"intended for; aimed at~
Noun + 向け/むけ",1,"初心者向けのコースがありますか。
この映画は子供向けなので、大人は見てもつまらない。
この家は、部屋が多くて、ファミリー向けだ。",,#ffa500
N3,https://jlptsensei.com/,向き,むき,muki,"suitable for~
Noun + 向き/むき",1,"このプレゼントは10歳の女の子向きだ。
若い女性向きの小説を書いています。
こういう本は若い読者向きではない。",,#ffa500
N3,https://jlptsensei.com/,ながらも,,nagara mo,"but; although; despite~
Verb #ます# (stem form) + ながら (も)
Verb (て form) + い + ながら (も)
Noun + ながら (も)
な-adjective + ながら (も)
い-adjective + い + ながら (も)",1,"狭いながらも、このマンションは大好きだ。
残念ながらも、今日のイベントに行けません。
うちは貧しいながらも、家族の仲がいいし、幸せだ。",,#7cfc00
N3,https://jlptsensei.com/,ないことはない,,nai koto wa nai,"can do; is not impossible to~
Verb (ない form) + ことはない
Noun + ではない/じゃない + ことはない
な-adjective + ではない/じゃない + ことはない
い-adjective + #い#くない + ことはない",1,"走れば間に合わないことはないよ。急ごう！
嬉しくないことはないが、1位が良かった。
車を運転できないことはないんですが、ほとんどしません。",,#7cfc00
N3,https://jlptsensei.com/,ないと,,naito,"must do; unless/if you don't~
Verb (ない form) + と
Noun + でない / じゃない + と
な-adjective + でない / じゃない + と
い-adjective #い# + くない + と",1,"もう行かないと...
宿題をやらないと。
もう暗くなって、帰らないと。",,#7cfc00
N3,https://jlptsensei.com/,直す,なおす,naosu,"to do something again; to do over
Verb #ます# (stem form) + 直す/なおす",1,"この作文はミスが多いから、書き直したほうがいいよ。
彼に電話を掛け直すようにお願いしてもらえますか。
私はその仕事をやり直すことになる。",,#7cfc00
N3,https://jlptsensei.com/,んだって,,ndatte,"I hear that; heard that~
Verb (casual) + んだって/んですって
Noun + な + んだって/んですって
な-adjective + な + んだって/んですって
い-adjective + んだって/んですって",1,"彼、彼女ができたんだって。
試験の範囲は、教科書の100ページから150ページまでなんですって。
この店のカレー、美味しいんだって。",,#7cfc00
N3,https://jlptsensei.com/,に違いない,にちがいない,ni chigai nai,"I’m sure/ certain; no doubt that~
Verb (casual form) + に違いない
Noun + に違いない
な-adjective + に違いない
い-adjective + に違いない",1,"それは痛いに違いない。
彼はまだ寝ているに違いない。
トムさんは車を７台も持っているから、お金持ちに違いない。",,#7cfc00
N3,https://jlptsensei.com/,に反する,にはんする,ni hansuru,"against; contrary to; in contrast to~
Noun + に反する",1,"彼の話は事実に反する。
予想に反して彼は成功した。
それは私の主義に反する。",,#7cfc00
N3,https://jlptsensei.com/,にかけて,,ni kakete,"over (a period); through~; concerning~; regarding~
Noun + にかけて (は/も)",1,"テニスにかけては、彼に勝てる人はいない。
マンガにかけては、私より詳しい人はいません。
弟は勉強はできないが、泳ぎにかけては誰にも負けない。",,#7cfc00
N3,https://jlptsensei.com/,に関する / に関して,にかんする / にかんして,ni kan suru/ni kan shite,"about; regarding; related to~
Noun + に関して (は)/に関する",1,"それに関しては彼は初心者だ。
配送に関して希望はありますか？
この本には、交通規則に関することが書いてあります。",,#7cfc00
N3,https://jlptsensei.com/,にかわって / にかわり,,ni kawatte/ni kawari,"instead of~; replacing~; on behalf of~
Noun (person) + にかわって/にかわり",1,"弟は、母にかわってご飯を作った。
部長にかわり、私は会議に参加しました。
DVDにかわり、ブルーレイが使われるようになった。",,#7cfc00
N3,https://jlptsensei.com/,に比べて,にくらべて,ni kurabete,"compared to~; in comparison to~
Noun + に比べて/に比べると/に比べれば/に比べ",1,"昨日に比べて、今日は少し寒いね。
ロンドンはパリに比べると大きい。
以前に比べて、彼の日本語は上手になった。",,#7cfc00
N3,https://jlptsensei.com/,に慣れる,になれる,ni nareru,"to be used to something
Noun + に慣れる/になれる",1,"私は日本の生活に慣れるまでが大変だった。
私は早起きするのに慣れていない。
あなたはすぐに新しい大学生活に慣れるだろう。",,#7cfc00
N3,https://jlptsensei.com/,において / における,,ni oite/ni okeru,"in; at (place); regarding~; as for~; in relation to~
Noun + において... /における + Noun",1,"私は全てにおいて頑張ります。
車内における携帯電話のご利用はご遠慮ください。
中学校における英語教育は今でも問題だらけだ。",,#7cfc00
N3,https://jlptsensei.com/,に従って,にしたがって,ni shitagatte,"as; therefore; in accordance with; according to; consequently
Verb (dictionary form)	+ に従って/にしたがって/に従い/にしたがい
Noun + に従って/にしたがって/に従い/にしたがい",1,"暗くなるにしたがって、だんだん寒くなってきました。
年をとるにしたがって、病気になりやすくなります。
寒くなるに従って風邪を引く人が多くなります。",,#7cfc00
N3,https://jlptsensei.com/,にしても,,ni shite mo,"even if; even though; regardless of~
Verb (casual) + にしても
Noun + (である) + にしても
な-adjective + (である) + にしても
い-adjective + にしても",1,"それにしても、日本は良い国ですね！
何をするにしても、よく考えてから行動しなさい。
どちらにしても賛成できない。",,#7cfc00
N3,https://jlptsensei.com/,にしては,,ni shite wa,"for; considering it’s (something or someone)
Verb (casual) + にしては
Noun + にしては",1,"今４月にしては、ちょっと暑いですね。
初めてケーキを作ったにしては、上手にできましたね。
あの人は５０歳にしては、ずいぶん若く見える。",,#7cfc00
N3,https://jlptsensei.com/,に対して,にたいして,ni taishite,"towards; against; regarding; in contrast with
Noun + に対して",1,"彼は女性に対しては優しい。
お客さんに対して、そのような言葉遣いをしてはいけません。
私の先生は男の子に対して厳しいが、女の子に対しては優しい。",,#7cfc00
N3,https://jlptsensei.com/,にとって,,ni totte,"to; for; concerning; as far as ... is concerned; regarding~
Noun + にとって（は/も）",1,"私にとって、漢字の勉強はとても楽しい。
家族は私にとって、一番大切な物です。
水は人間の体にとって必要なものだ。",,#7cfc00
N3,https://jlptsensei.com/,について,,ni tsuite,"concerning; regarding; about; on~
Noun + について",1,"この問題についてどう思いますか。
あなたの国についていろいろと教えてください。
その事件について、知っていることを全部話してください。",,#7cfc00
N3,https://jlptsensei.com/,につれて,,ni tsurete,"as; in proportion to; with; as… then~
Verb (dictionary form) + につれて/につれ
Noun + につれて/につれ",1,"台風が近づくにつれて、どんどん風が強くなってきた。
日本語が上手になるにつれて、日本での生活が楽しくなってきた。
年をとるにつれて、髪の色が白くなるのは普通だ。",,#7cfc00
N3,https://jlptsensei.com/,には,,ni wa,"for the purpose of; in order to~
Verb (dictionary form) + には",1,"日本語が上手になるには、どうしたらいいですか。
図書館の本を借りるには、このカードが必要です。
JLPT N1に合格するには、どんな勉強が必要でしょうか。",,#7cfc00
N3,https://jlptsensei.com/,によると /によれば,,ni yoru to/ni yoreba,"according to~
Noun + によると/によれば",1,"天気予報によると、明日は雨だそうです。
私の聞いたところによると、彼らは別れそうだ。
ニュースによれば、近頃物価が上がるそうです。",,#7cfc00
N3,https://jlptsensei.com/,によって / による,,ni yotte/ni yoru,"by means of; due to; owing to; because of~
Noun + によって/により/による",1,"関東地方から台風にかけて北海道による被害が広がっています。
人によって考え方が違う。
これは有名な作家によって書かれた小説です。",,#7cfc00
N3,https://jlptsensei.com/,のでしょうか,,no deshou ka,"ask a question in a polite way
Verb (casual) + のでしょうか/んでしょうか
Noun + な + のでしょうか/んでしょうか
な-adjective + な + のでしょうか/んでしょうか
い-adjective + のでしょうか/んでしょうか",1,"明日は晴れるのでしょうか。
彼らはそれをどうするつもりなのでしょうか。
私はそれを待てば良いのでしょうか。",,#7cfc00
N3,https://jlptsensei.com/,を中心に,をちゅうしんに,o chuushin ni,"focused on; centered on
Noun + を中心に/を中心とする",1,"文法を中心に、日本語を勉強する。
私の人生はすべて、家族を中心に回っている。
午前中は文法を勉強します。午後は会話を中心に勉強することになっています。","
",#0000ff
N3,https://jlptsensei.com/,をはじめ,,o hajime,"for example; starting with
Noun + をはじめ/をはじめとする",1,"東京には東京タワーをはじめ多くの観光地がある。
この野菜には、ビタミンＣをはじめ、たくさんの栄養素が含まれています。
東京をはじめ、全国の主要都市で新製品の発売が決まった。",,#0000ff
N3,https://jlptsensei.com/,を込めて,をこめて,o komete,"filled with; full of
Noun + を込めて/をこめて",1,"彼女に愛を込めて手紙を書きました。
平和への願いを込めて、この歌を作りました。
私は夫のために毎日愛情を込めてお弁当を作っています。",,#0000ff
N3,https://jlptsensei.com/,を通じて /を通して,をつうじて /をとおして,o tsuujite/o tooshite,"through; via; throughout; by
Noun + を通じて/を通して",1,"そのことは新聞を通じて知った。
この駅前広場では年間を通じて様々なイベントが催される。
二人は大学のサークル活動を通して知り合った。",,#0000ff
N3,https://jlptsensei.com/,おかげで,,okage de,"thanks to; owing to; because of~
Verb (casual) + おかげで
Noun + の + おかげで
な-adjective + な + おかげで
い-adjective + おかげで",1,"彼女のおかげで、私は毎日幸せだ。
日本へ来たおかげで、日本語が上手になりました。
先生のおかげでJLPT N3に合格できました。",,#0000ff
N3,https://jlptsensei.com/,っぱなし,,ppanashi,"leaving (something) on; leaving (something) still in use
Verb #ます# (stem form) + っぱなし",1,"このドアはいつも開けっぱなしだ。
水を出しっぱなしにしないでください。
窓を開けっぱなしで出てきた。",,#ff1493
N3,https://jlptsensei.com/,っぽい,,ppoi,"seems like; somewhat~; -ish; easily does~; often does~
Verb #ます# (stem form) + っぽい
Noun + っぽい
い-adjective #い# + っぽい",1,"油っぽい食事は好きじゃない。
私はあなたの子供っぽいところが好きです。
あの小学生は、大人っぽい。",,#ff1493
N3,https://jlptsensei.com/,さえ,,sae,"even; so much as; not even
Noun + (で) さえ (も)",1,"そんなこと、子供でさえ知っている。
忙しすぎて、ご飯を食べる時間さえない。
のどが痛くて、水さえ飲めない。",,#8a2be2
N3,https://jlptsensei.com/,さえ～ば,,sae~ba,"if only; as long as
Verb #ます# (stem form) + さえすれば/さえいれば/さえ + Verb (ば form)
Verb (て form) + さえすれば/さえいれば/さえ + Verb (ば form)
Noun + さえすれば/さえいれば/さえ + Verb (ば form)",0,,,#8a2be2
N3,https://jlptsensei.com/,際に,さいに,sai ni,"when; at the time of; in the case of~
Verb (dictionary form) + 際に (は)/際は
Verb (た form) + 際に (は)/際は
Noun + の + 際に (は)/際は
この・その・あの + 際に (は)/際は",1,"あなたが日本へ来る際には連絡ください。
お帰りの際には忘れ物のないようご注意ください。
お困りの際は、いつでもご連絡ください。",,#8a2be2
N3,https://jlptsensei.com/,最中に,さいちゅうに,saichuu ni,"while; during; in the middle of~
Verb (ている form) + 最中に/最中だ
Noun + の + 最中に/最中だ",1,"食事の最中に大きな地震が起こった。
私はテニスの最中に自分で怪我をしてしまった。
私はパリを旅行している最中に彼女に会いました。",,#8a2be2
N3,https://jlptsensei.com/,さて,,sate,"conjunction: well; now; then~
さて + clause",1,"さて本論に戻りたいと思います。
さてさて、やっかいな事になったものだ。
さてやってみるとなるとなかなか難しいものだ。",,#8a2be2
N3,https://jlptsensei.com/,せいで,,sei de,"because of; due to; as a result of~
Verb (casual) + せい (で/に)
Noun + の + せい (で/に)
Adjective + せい (で/に)",1,"さっきコーヒーを飲んだせいで、なかなか寝られません。
頭が痛い。疲れたせいかな。
バスが遅れたせいで、授業に遅れてしまった。",,#8a2be2
N3,https://jlptsensei.com/,しかない,,shikanai,"have no choice but~
Verb (dictionary form) + しかない",1,"卒業できなかったから、バイトをするしかない。
パソコンが直せないから、新しいのを買うしかなかった。
電車もバスも止まってしまったから、歩くしかない。",,#8a2be2
N3,https://jlptsensei.com/,そうもない /そうにない,,sou mo nai/sou ni nai,"very unlikely to~; showing no signs of~
Verb #ます# (stem form) +そうもない/そうにない",1,"先生、明日までに宿題ができそうにないんですが、もう少し待っていただけませんか。
そんなことは起りそうもないですね。
このプロジェクトは一人のカでは完成できそうにない。",,#8a2be2
N3,https://jlptsensei.com/,たものだ,,ta mono da,"used to do; would often do
Verb (た form) + ものだ",1,"若いころはゲームセンターによく行ったものだけど、最近は行かなくなった。
高校生の時は、よく友達とサッカーをしたものだ。
子供の頃は寝る前に母はいつも本を読んでくれたものだ。",,#ff7f50
N3,https://jlptsensei.com/,たとたん,,ta totan,"as soon as; just as~
Verb (た form) + とたん",1,"家を出たとたん、雨が降ってきた。
旅行から帰ってきたとたん、風邪を引いてしまった。
その二人は、出会ったとたんに、恋に落ちたそうです。",,#ff7f50
N3,https://jlptsensei.com/,たびに,,tabi ni,"whenever; every time~
Noun + の + たびに
Verb (dictionary form) + たびに",1,"この曲を聞くたびに、家族を思い出す。
友人は旅行のたびにお土産を買ってきてくれます。
あの人を会うたびに用事を頼まれる。",,#ff7f50
N3,https://jlptsensei.com/,ために,,tame ni,"for; in order to; for the benefit of; because of; as a result of~
Verb + ため (に)
Noun + の + ため (に)
な-adjective + な + ため (に)
い-adjective + ため (に)",1,"日本へ旅行をするために、貯金しています。
私の父は東京に行ったため、ここにはいない。
今度の面接のために、このスーツを買いました。",,#ff7f50
